id,short_name,account_name,address,pan_number,balance,phone_number,email,contact_name,group,collector,guarantee_world_insurer,credit_limit,overdue120,grant_period,pause
,,Kamdhenu Academy Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kamiyabi Multipurpose Co-Operative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kamlesh Kumar Jaisawal,,,0,,,,Normal,,,0,0,0,0
,,Kanakai Municipality Jhapa,,,0,,,,Normal,,,0,0,0,0
,,Kanchan Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kanchanpur Nai Sang,,,0,,,,Normal,,,0,0,0,0
,,Kanchanrup Municipality,,,0,,,,Normal,,,0,0,0,0
,,Kanchan Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Kanepokhari Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Kansai Nerolas Paints Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kantipur City College Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kantipur Coffee Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kantipur college of management and Information Technology Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kantipur Dental Center,,,0,,,,Normal,,,0,0,0,0
,,Kantipur English High School,,,0,,,,Normal,,,0,0,0,0
,,Kantipur Management Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Kantipur Publication Limited,,,0,,,,Normal,,,0,0,0,0
,,Kapada Rent Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kapil Karki,,,0,,,,Normal,,,0,0,0,0
,,Kapil Khatri,,,0,,,,Normal,,,0,0,0,0
,,Kariyali samudayik,,,0,,,,Normal,,,0,0,0,0
,,Karkhana Samuha,,,0,,,,Normal,,,0,0,0,0
,,Karki Readymade Pasal,,,0,,,,Normal,,,0,0,0,0
,,Karma Bar Club & Lounge Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Karnali Info Tech,,,0,,,,Normal,,,0,0,0,0
,,Kartikesh Jha,,,0,,,,Normal,,,0,0,0,0
,,Kasthamandap Vidhyalaya,,,0,,,,Normal,,,0,0,0,0
,,Kasthmandap School,,,0,,,,Normal,,,0,0,0,0
,,Kasturi Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Katari Municipality,,,0,,,,Normal,,,0,0,0,0
,,Kathford International Education and Research Foundation Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Academy,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu BernHardt Education Foundation Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu College of Management,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Connection Travels Pvt,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Dental Hospital,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Electrical Entrepreneur Association,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Engineering College,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu International Study Centre,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Kreative Mart. Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Lumbini mart Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Medical College Public Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Metropolitan City,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Steel Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Supermarket Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu University,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu University-Department of Chemical Science and Engineering,,,0,,,,Normal,,,0,0,0,0
,,Kathmandu Upatyaka Khanepani Limited,,,0,,,,Normal,,,0,0,0,0
,,Kaushal English Boarding School,,,0,,,,Normal,,,0,0,0,0
,,Kaushal Kumar Sah,,,0,,,,Normal,,,0,0,0,0
,,KC Construction,,,0,,,,Normal,,,0,0,0,0
,,Kchayo Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kedar Karki,,,0,,,,Normal,,,0,0,0,0
,,Kedarnatha Sir Doleshwor Mahadev,,,0,,,,Normal,,,0,0,0,0
,,KEDAR SAPKOTA,,,0,,,,Normal,,,0,0,0,0
,,Kehar SinghGahatraj,,,0,,,,Normal,,,0,0,0,0
,,Kelina International,,,0,,,,Normal,,,0,0,0,0
,,Keshav Prasad Pokharel,,,0,,,,Normal,,,0,0,0,0
,,Keshav Raj Bista,,,0,,,,Normal,,,0,0,0,0
,,Keshav Shahi,,,0,,,,Normal,,,0,0,0,0
,,Ketu Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Kewal's Uniform Center,,,0,,,,Normal,,,0,0,0,0
,,Keystone Global network Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,"KFA Business School Pvt Ltd.,",,,0,,,,Normal,,,0,0,0,0
,,Khalti pasal,,,0,,,,Normal,,,0,0,0,0
,,Khalti Private Limited,,,0,,,,Normal,6,,0,0,0,0
,,Khalti Suraksha Pvt Ltd,,,0,,,,Normal,6,,0,0,0,0
,,Khambira Budha,,,0,,,,Normal,,,0,0,0,0
,,K-HaMi project,,,0,,,,Normal,,,0,0,0,0
,,Khan Automobiles and Electronics Saptari Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,"Khandbari Municipality, Office of the Municipal Executive",,,0,,,,Normal,,,0,0,0,0
,,Khaniyabas Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Khaptad media,,,0,,,,Normal,,,0,0,0,0
,,Khotehang Gaupalika,,,0,,,,Normal,,,0,0,0,0
,,Khum Bahadur Bhandari,,,0,,,,Normal,,,0,0,0,0
,,Khumbhu Bijuli Company,,,0,,,,Normal,,,0,0,0,0
,,Khumbu Yambu Sherpa Samaj,,,0,,,,Normal,,,0,0,0,0
,,Khwopa College of Law,,,0,,,,Normal,,,0,0,0,0
,,Khwopa Engineering College,,,0,,,,Normal,,,0,0,0,0
,,Kick fun world pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,King's College Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,KinmelBazaar Dot com,,,0,,,,Normal,,,0,0,0,0
,,Kirana Pasal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kiran Bhattarai,,,0,,,,Normal,,,0,0,0,0
,,Kiran Dhakal,,,0,,,,Normal,,,0,0,0,0
,,Kirtipur Valley Institute Pvt. ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kisan Automobiles Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kisan Dana Udhyog Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kisan Poddar,,,0,,,,Normal,,,0,0,0,0
,,Kishan Poddar,,,0,,,,Normal,,,0,0,0,0
,,Kishor Khatri,,,0,,,,Normal,,,0,0,0,0
,,Kispang Langtang Multipurpose Investment Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kist Medical College,,,0,,,,Normal,,,0,0,0,0
,,Kiwanis International Nepal,,,0,,,,Normal,,,0,0,0,0
,,KM Enterprises,,,0,,,,Normal,,,0,0,0,0
,,KnotUp Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,KNP JAPAN Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kohalpur Model College Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Koshi Gas Udyog (p) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kourtier Couriers Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kranita Infotech Pvt Ltd,,,0,,,,Normal,4,,0,0,0,0
,,Krish creative arts initiative private limited,,,0,,,,Normal,,,0,0,0,0
,,Krishi Tatha Pashupanchi Bikash Mantralaya,,,0,,,,Normal,,,0,0,0,0
,,Krishna Foundation,,,0,,,,Normal,,,0,0,0,0
,,Krishna Kumar Shresha,,,0,,,,Normal,,,0,0,0,0
,,Krishna Prasad Aryal,,,0,,,,Normal,,,0,0,0,0
,,Krishna prashad adhikari,,,0,,,,Normal,,,0,0,0,0
,,Krishna Subedi,,,0,,,,Normal,,,0,0,0,0
,,Kritika,,,0,,,,Normal,,,0,0,0,0
,,Kriyanshankar Construction Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,KTM Express Mart,,,0,,,,Normal,,,0,0,0,0
,,K.T.M. International Trading Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,KTM Retails Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kumar,,,0,,,,Normal,,,0,0,0,0
,,Kumari Job Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kumar Luitel,,,0,,,,Normal,,,0,0,0,0
,,Kumudini Homes Education Institute Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kunyo Gifcards And P.C shop PVT. LTD,,,0,,,,Normal,,,0,0,0,0
,,Kushadevi Pashudan Surakchan Beema Samiti,,,0,,,,Normal,,,0,0,0,0
,,Kush Fintech Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kushma Municipality,,,0,,,,Normal,,,0,0,0,0
,,kusmakhar basyal,,,0,,,,Normal,,,0,0,0,0
,,Laboratory School,,,0,,,,Normal,,,0,0,0,0
,,Ladiesday Boutique Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Lagan Multipurpose Co operative Ltd,,,0,,,,Normal,,,0,0,0,0
,,Lahan Municipality Office,,,0,,,,Normal,,,0,0,0,0
,,Lakhan Multipurpose Co-Operative,,,0,,,,Normal,,,0,0,0,0
,,Lalit Beautician Multipurpose Cooperative,,,0,,,,Normal,,,0,0,0,0
,,Lalitpur Metropolitan City- Ward no. 3,,,0,,,,Normal,,,0,0,0,0
,,Lambda Food Lab Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Lambha Food Lab Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Large Taxpayer Office,,,0,,,,Normal,3,,0,0,0,0
,,Latokosero Foods Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Laughing Yeti Trading Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Lavida Trading Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Laxman,,,0,,,,Normal,,,0,0,0,0
,,Laxman Kumar Yadav,,,0,,,,Normal,,,0,0,0,0
,,Laxman Malla,,,0,,,,Normal,,,0,0,0,0
,,Laxmi Adhikari,,,0,,,,Normal,,,0,0,0,0
,,Laxmi Capital Market Limited,,,0,,,,Normal,,,0,0,0,0
,,Laxmi Educational Consultancy,,,0,,,,Normal,,,0,0,0,0
,,Laxmipur English Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Laxmi Steels Limited,,,0,,,,Normal,,,0,0,0,0
,,Laxmi Sunrise Bank Limited,,,0,,,,Normal,,,0,0,0,0
,,LBEF Vidyapeeth Pvt. Ltd.,,,0,,,,Normal,6,,0,0,0,0
,,Lead Academy,,,0,,,,Normal,,,0,0,0,0
,,Leaders Nepal,,,0,,,,Normal,,,0,0,0,0
,,Legents International Education Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Lenden Sewa Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Leo District Council 325B1,,,0,,,,Normal,,,0,0,0,0
,,LEO H.R. SOLUTIONS PVT. LTD.,,,0,,,,Normal,,,0,0,0,0
,,Let IT Grow Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Liberty energy ltd,,,0,,,,Normal,,,0,0,0,0
,,Life Preparatory Academy,,,0,,,,Normal,,,0,0,0,0
,,Life Style Apparels Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Life Vision Foundation,,,0,,,,Normal,,,0,0,0,0
,,Lila Bahadur Giri,,,0,,,,Normal,,,0,0,0,0
,,Lincoln School,,,0,,,,Normal,,,0,0,0,0
,,LinkBinary,,,0,,,,Normal,,,0,0,0,0
,,Lions Club of Kathmandu Samriddhi,,,0,,,,Normal,,,0,0,0,0
,,Lions International,,,0,,,,Normal,,,0,0,0,0
,,Liquor World,,,0,,,,Normal,,,0,0,0,0
,,Lisankhu Pakhar Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Little Flowers Montessori School,,,0,,,,Normal,,,0,0,0,0
,,Liverpool Education Network Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Logi Tech Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Logo Fashion Industries Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Lokdeep Saving and Credit Co-Operative LTD,,,0,,,,Normal,,,0,0,0,0
,,Loktantrik karmachari Sangh Kathmandu Upatyaka Khanepani Limited,,,0,,,,Normal,,,0,0,0,0
,,Longtail E-Media Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Lord Buddha Education Foundation,,,0,,,,Normal,6,,0,0,0,0
,,Lord Buddha Institute,,,0,,,,Normal,,,0,0,0,0
,,Lp Devkota,,,0,,,,Normal,,,0,0,0,0
,,L.P. Sanyukta Kitchen Gas Centre Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Lu Lu Pitambari Industry Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Lumbini Eye Institute,,,0,,,,Normal,,,0,0,0,0
,,Lumbini General Insurance Company Limited,,,0,,,,Normal,,,0,0,0,0
,,Lumbini Max Digital Cable Net Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Lumbini Medical College & Teaching Hospital Ltd,,,0,,,,Normal,,,0,0,0,0
,,Lumbini Saving & Credit Co-Operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Lumbini Sunwal Saving & Credit cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Luminary Group Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Luniva Tech Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Lutheran World Federation / UNHCR,,,0,,,,Normal,,,0,0,0,0
,,Luxury Holidays Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mabel Nepal Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Machha House Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Machhapuchchhre bank Ltd.,,,0,,,,Normal,6,,0,0,0,0
,,Machhapuchchhre school,,,0,,,,Normal,,,0,0,0,0
,,Machhegaun Khanepani Tatha Sarsafai,,,0,,,,Normal,,,0,0,0,0
,,Machhindra Club,,,0,,,,Normal,,,0,0,0,0
,,Machineries Expert Nepal,,,0,,,,Normal,,,0,0,0,0
,,Madan Bhandari Hospital and Trauma Center,,,0,,,,Normal,,,0,0,0,0
,,Madan Moktan,,,0,,,,Normal,,,0,0,0,0
,,Ma Devi Store Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Madhav baral,,,0,,,,Normal,,,0,0,0,0
,,Madhu Sudan Thapa,,,0,,,,Normal,,,0,0,0,0
,,Madhyamanchal Communication,,,0,,,,Normal,,,0,0,0,0
,,Madi Consultancy,,,0,,,,Normal,,,0,0,0,0
,,Magnum Security,,,0,,,,Normal,,,0,0,0,0
,,Mahabharat Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Mahabir Automobiles Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mahabu Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Mahadev Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Mahagadhimai Foundation Nepal,,,0,,,,Normal,,,0,0,0,0
,,MAHAGADHIMAI MUNICIPALITY,,,0,,,,Normal,,,0,0,0,0
,,Mahakal Auto Service Center,,,0,,,,Normal,,,0,0,0,0
,,Mahakali Sugar Industries Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mahakavi Devkota Campus,,,0,,,,Normal,,,0,0,0,0
,,Mahalaxmi Almonai Association,,,0,,,,Normal,,,0,0,0,0
,,Mahalaxmi Life Insurance Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mahendra Epharmacy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mahendra Multiple Campus Dharan,,,0,,,,Normal,,,0,0,0,0
,,Mahendra Narayan Nidhi memorial hospital,,,0,,,,Normal,,,0,0,0,0
,,Mahendra Sharma,,,0,,,,Normal,,,0,0,0,0
,,Mahesh Kumar Basnet,,,0,,,,Normal,,,0,0,0,0
,,Mahesh Prasad Adhikari,,,0,,,,Normal,,,0,0,0,0
,,Maitri Saving and Credit Co-operative Sanstha Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Malang Baba Saving & Credit Co-Operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Malika Media,,,0,,,,Normal,,,0,0,0,0
,,Mamata Sharma,,,0,,,,Normal,,,0,0,0,0
,,Management Services OEMC,,,0,,,,Normal,,,0,0,0,0
,,Manakamana Daraudi Hydropower,,,0,,,,Normal,,,0,0,0,0
,,Manaslu Team of Entrepreneur Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,MANASLU WORLD COLLEGE,,,0,,,,Normal,,,0,0,0,0
,,MANDABYA BUSINESS CENTER PVT.LTD,,,0,,,,Normal,,,0,0,0,0
,,Mandala System (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mandavi Communication & Electronics,,,0,,,,Normal,,,0,0,0,0
,,Manebhanjyang Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Mangalam Universal pvt.ltd,,,0,,,,Normal,,,0,0,0,0
,,Mangal Mandap Impex,,,0,,,,Normal,,,0,0,0,0
,,Mani Limbu,,,0,,,,Normal,,,0,0,0,0
,,Manimukunda sen udhan samrachan samiti,,,0,,,,Normal,,,0,0,0,0
,,Manish Tamang,,,0,,,,Normal,,,0,0,0,0
,,Manjil Pathak,,,0,,,,Normal,,,0,0,0,0
,,Manju Pathak,,,0,,,,Normal,,,0,0,0,0
,,Manoj Dhal,,,0,,,,Normal,,,0,0,0,0
,,Manoj Pant,,,0,,,,Normal,,,0,0,0,0
,,Manoj Pokhrel - Tikauli Buffer Zone community Forest,,,0,,,,Normal,,,0,0,0,0
,,Mansarowar Institute of Science & Technology,,,0,,,,Normal,,,0,0,0,0
,,Mantra Abroad Education Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Marcopolo Restaurant Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Market Promotion Concern,,,0,,,,Normal,,,0,0,0,0
,,Marvel Technoplast Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Marwadi Sewa Samiti Nepal,,,0,,,,Normal,,,0,0,0,0
,,Mata Bachat Tatha Rin Sahakari Sanstha Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Matribhumi School,,,0,,,,Normal,,,0,0,0,0
,,Matrika Prashad Upadhyay,,,0,,,,Normal,,,0,0,0,0
,,Maulakalika Mandir,,,0,,,,Normal,,,0,0,0,0
,,Maverick Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mavorion Systems Pvt.Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,MAW - Earthmovers Pvt Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,MAW Enterprises Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,M.A.W Expanze Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,MAW Hire Purchase Pvt Ltd,,,0,,,,Normal,4,,0,0,0,0
,,MAW Investment Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,M.A.W. Skills Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,MAW Vridhi Commercial Vehicles Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Max Connect Pvt,,,0,,,,Normal,,,0,0,0,0
,,Max Lagence Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Maya Animation Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,mBank Technologies Pvt Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,MBMC CSIT,,,0,,,,Normal,,,0,0,0,0
,,Mechi Chamber of Commerce & Industry,,,0,,,,Normal,,,0,0,0,0
,,Mechi Multiple Campus,,,0,,,,Normal,,,0,0,0,0
,,Media Alliance and Research Center,,,0,,,,Normal,,,0,0,0,0
,,Media Space Solutions Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Medical Education Commission,,,0,,,,Normal,,,0,0,0,0
,,Medical Experts Delivering Integrated Care Solutions Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Medico Plus Enterprises,,,0,,,,Normal,,,0,0,0,0
,,Medikoma Technologies Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Medipharm Medicine Suppliers,,,0,,,,Normal,,,0,0,0,0
,,Medipro,,,0,,,,Normal,,,0,0,0,0
,,Medi Quest Laboratory Clinic Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Megabyte Tech Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mega Mart Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mega Saving & Credit Co Operative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mercy Education Consultancy Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Meridian I.T Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,M.E.R.O. Eye Foundation,,,0,,,,Normal,,,0,0,0,0
,,Mero Home Tution,,,0,,,,Normal,,,0,0,0,0
,,Mero Job Dot Com Privated Limited(Debtor),,,0,,,,Normal,,,0,0,0,0
,,Mero Job Dot Com Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mero Saving & Credit Co operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Metalogic Software Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Metro Market Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mhepy Saving & Credit Co-operative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,MicroBanker Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Midas Education (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Midas Stock Broking Company Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Midas Technologies Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Middle East Manpower Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,MIG Holdings Limited,,,0,,,,Normal,,,0,0,0,0
,,Milan Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Miles International Butwal,,,0,,,,Normal,,,0,0,0,0
,,Milestones Software (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Millenials Media Pvt.Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Mind Space Ad & Marketing Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mini Hankook Sarang,,,0,,,,Normal,,,0,0,0,0
,,"Ministry of Agriculture, Energy and Water Resources, Gandaki Province",,,0,,,,Normal,,,0,0,0,0
,,"Ministry of Culture, Tourism and Civil Aviation, Nepal",,,0,,,,Normal,,,0,0,0,0
,,"Ministry of Education, Culture, Science Technology and Social Development",,,0,,,,Normal,,,0,0,0,0
,,Ministry of Foreign Affairs (MoFA) - Department of Passport,,,0,,,,Normal,3,,0,0,0,0
,,Ministry Of Internal Affairs and Law Bagamati Province,,,0,,,,Normal,,,0,0,0,0
,,"Ministry of Social Development and Health, Gandaki Provicne",,,0,,,,Normal,,,0,0,0,0
,,"Ministry of Women, Children and Senior Citizens",,,0,,,,Normal,,,0,0,0,0
,,MIPS,,,0,,,,Normal,,,0,0,0,0
,,Miracle Academy & Training Hub,,,0,,,,Normal,,,0,0,0,0
,,Miracle Education Foundation Pvt Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Miracle Infocom Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Miracle Interface,,,0,,,,Normal,,,0,0,0,0
,,Miras Academy,,,0,,,,Normal,,,0,0,0,0
,,Mishisa Cosmetics KTM School of Makeup,,,0,,,,Normal,,,0,0,0,0
,,"MITC Pvt.Ltd,",,,0,,,,Normal,,,0,0,0,0
,,"Mobile Finance Technology
",,,0,,,,Normal,,,0,0,0,0
,,MobiWorld Traders Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Model Songs Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,MODERN DIAGNOSTIC CENTER NEPAL PVT LTD,,,0,,,,Normal,,,0,0,0,0
,,Modern Nepal School Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Mode Twenty Three,,,0,,,,Normal,,,0,0,0,0
,,Mohanyal Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Mokshya adhikari,,,0,,,,Normal,,,0,0,0,0
,,MolMAC Gandaki province,,,0,,,,Normal,,,0,0,0,0
,,Moments Outlet,,,0,,,,Normal,,,0,0,0,0
,,Monochrome SEO Pvt .Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Morang Model Residential School Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Morang samaj kathmandu,,,0,,,,Normal,,,0,0,0,0
,,Mother's Castle School,,,0,,,,Normal,,,0,0,0,0
,,MotoMedic,,,0,,,,Normal,,,0,0,0,0
,,Motorcycle Yatayat Bebasaya pvt.ltd,,,0,,,,Normal,,,0,0,0,0
,,Mountain Overland Travels & Tours,,,0,,,,Normal,,,0,0,0,0
,,Mount Annapurna Campus,,,0,,,,Normal,,,0,0,0,0
,,Mountech Solutions Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mount Olive Lalitpur Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Mukesh Malla,,,0,,,,Normal,,,0,0,0,0
,,Mukhya Nirwachan Adhikrit Ko Karyalaya,,,0,,,,Normal,,,0,0,0,0
,,Muktinath Krishi Company Limited,,,0,,,,Normal,,,0,0,0,0
,,MUNA NIBL,,,0,,,,Normal,,,0,0,0,0
,,Municipal Association of Nepal,,,0,,,,Normal,,,0,0,0,0
,,Muskan Trading Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Mustang Helicopter,,,0,,,,Normal,,,0,0,0,0
,,Mutualventure Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,My Admandu Nepal,,,0,,,,Normal,,,0,0,0,0
,,Nabaraj Bhattrai,,,0,,,,Normal,,,0,0,0,0
,,Nabaraj Khadka,,,0,,,,Normal,,,0,0,0,0
,,Nabil Investment Banking Limited,,,0,,,,Normal,,,0,0,0,0
,,Nabil Stock Dealer Ltd.,,,0,,,,Normal,,,0,0,0,0
,,NADA Automobiles Association of Nepal,,,0,,,,Normal,,,0,0,0,0
,,Nagarik Solution Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nagarjun Valley Saving and Credit Co-operative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Naitonal Center for AIDS & STD Control,,,0,,,,Normal,,,0,0,0,0
,,NAKHIPOT YOUTH CLUB,,,0,,,,Normal,,,0,0,0,0
,,Nalma Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Namaste Nepal Manpower Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,NAME Education Zone,,,0,,,,Normal,,,0,0,0,0
,,Name Institute of Medical Education,,,0,,,,Normal,,,0,0,0,0
,,Namo Buddha Motorcycle Workshop,,,0,,,,Normal,,,0,0,0,0
,,Nancy Automobiles Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Naqabs Fashion,,,0,,,,Normal,,,0,0,0,0
